,0
176,44.685070829729526
177,16.281386536621703
178,71.23360408180228
179,100.52767122725993
180,112.50800654476161
181,158.87692107089677
182,188.81959418294
183,169.44607817972118
184,208.85200318575872
185,100.03458369115033
186,209.90200597644494
187,148.9915949653189
188,185.75245412530757
189,191.25113063078697
190,227.02848238945478
191,261.11396176316555
192,211.48541535960354
193,209.69310362302429
194,97.24014526399745
195,12.799715172936784
196,53.536826439547355
197,106.68376356454611
198,17.360120421806332
199,107.29294978586884
200,108.96558662854845
201,53.01538218237443
202,59.68681066927787
203,52.83258204142987
204,47.585888119106535
205,18.993634883793934
206,26.462671432004058
207,56.17556562047869
208,18.61518766671505
209,17.632454036874012
210,72.89732512975947
211,19.462559452914387
212,19.579235312509986
213,59.63186783336284
214,43.00047017418578
215,19.999195212458307
216,21.52601649610429
217,21.063307247652368
218,63.86785959696266
219,20.57196007112157
220,20.837771763825476
221,20.34026775501205
222,57.94990291926456
223,42.60661900622406
224,18.70387769345466
225,19.74390141623829
226,21.40979496403761
227,21.985359824333194
228,21.942586913790556
229,47.08462000036534
230,40.388917451093356
231,56.253520654180576
232,14.053211939842676
233,109.98009767266556
234,109.98009767266556
235,109.98009767266556
236,109.98009767266556
237,11.622560039181828
238,13.358833047237395
239,36.52818331151887
240,20.33767846383801
241,33.955924341476994
242,34.20893301527195
243,33.3857691157333
244,38.61421827369756
245,33.836806464217915
246,34.99685339408267
247,37.00010941658026
248,43.97150490291556
249,41.914815897861274
250,38.18083234136222
251,35.4435590912743
252,55.06815208462937
253,73.35849614810398
254,49.678898499828705
255,76.00527770245718
256,68.23226664434345
257,65.02712457828883
258,56.66129781678428
259,65.98006497537287
260,63.98533332583796
261,60.9618705033634
262,57.301571420685534
263,61.62076366988885
264,76.18333931769249
265,61.023108106524546
266,52.424544824401345
267,64.36798951302409
268,64.10471415075865
269,68.1430031229082
270,62.20674156492354
271,52.8384183029949
272,69.39744859526007
273,56.008619585024306
274,68.48613658327618
275,56.34218990837839
276,60.59966931696283
277,56.53564866696037
278,65.91785955853697
279,62.19134319867242
